dpe_classe,ges_classe,type_energie,consommation_kwh_m2,surface_m2,annee_construction,type_logement_immeuble,departement,code_postal,latitude,longitude,source_type
D,B,individuel,101,20,2006,appartement,69,69008,6516980.4,845060.54,Ancien
D,B,individuel,105,20,NA,appartement,69,69008,6516806.56,845801.52,Ancien
E,B,individuel,123,35,1945,appartement,69,69008,6516872.74,844946.71,Ancien
D,B,individuel,88,44.1,2005,appartement,69,69008,6516228.26,845862.17,Ancien
D,B,individuel,86,43,1995,appartement,69,69008,6517656.18,845148.01,Ancien
F,C,individuel,182,23.5,NA,appartement,69,69008,6516752.61,846340.16,Ancien
D,B,individuel,85,56,2002,appartement,69,69008,6515680.75,846059.1,Ancien
C,A,individuel,73,52.2,NA,appartement,69,69008,6516669.85,845536.09,Ancien
D,B,individuel,102.9,49.8,1997,appartement,69,69008,6517770.5,845621.3125,Ancien
E,B,individuel,131,20.4,1994,appartement,69,69008,6517471.86,844723.11,Ancien
C,A,individuel,50,32,NA,appartement,69,69008,6515974.84,843826.25,Ancien
D,B,individuel,98,18,1996,appartement,69,69008,6517746.04,844597.5,Ancien
C,A,individuel,65,49,NA,appartement,69,69008,6517193.19,846108.14,Ancien
D,B,individuel,105,27.7,NA,appartement,69,69008,6516883.03,846438.33,Ancien
E,B,individuel,131,63.4,1958,appartement,69,69008,6515905.93,846279.28,Ancien
D,B,individuel,89,61,NA,appartement,69,69008,6517559.05,844788.64,Ancien
E,B,individuel,142,36,1930,appartement,69,69008,6517755.85,844867.45,Ancien
F,C,individuel,150,33.2,1947,appartement,69,69008,6516839.28,844224.25,Ancien
D,B,individuel,86,56,NA,appartement,69,69008,6515680.75,846059.1,Ancien
F,C,individuel,150,52.9,NA,appartement,69,69008,6517416.82,845106.62,Ancien
C,A,individuel,77,81.4,NA,appartement,69,69008,6518172.01,844949.32,Ancien
C,A,individuel,57,48.5,2011,appartement,69,69008,6518085.87,844791.62,Ancien
E,B,individuel,129,47.8,1989,appartement,69,69008,6517508.61,845131.98,Ancien
D,B,individuel,107,48.2,NA,appartement,69,69008,6517769.24,844624.72,Ancien
C,A,individuel,71,45,NA,appartement,69,69008,6517345.29,844952.05,Ancien
C,A,individuel,73,55.1,1990,appartement,69,69008,6517180.82,845723.17,Ancien
D,B,individuel,83.6,68.6,2011,appartement,69,69008,6518172.01,844949.32,Ancien
F,C,individuel,170,37.8,1947,appartement,69,69008,6517355.88,846017.3,Ancien
F,C,individuel,182,43.8,NA,appartement,69,69008,6517825.54,844798.3,Ancien
D,B,individuel,103,20.4,1994,appartement,69,69008,6517471.86,844723.11,Ancien
E,B,mixte (collectif-individuel),121,126,NA,appartement,69,69008,6516169.61,843956.27,Ancien
E,B,individuel,137,26.4,1948,appartement,69,69008,6516449.93,844545.18,Ancien
E,B,individuel,113.7,68,1957,appartement,69,69008,6516449.93,844545.18,Ancien
C,A,individuel,69,82.4,NA,appartement,69,69008,6517565.09,845148.14,Ancien
C,A,individuel,58,71.7,1994,appartement,69,69008,6516196.48,844239.82,Ancien
D,B,individuel,108,47.1,1989,appartement,69,69008,6517619.88,845172.67,Ancien
D,B,individuel,96,63.1,2007,appartement,69,69008,6516080.58,846271,Ancien
C,A,individuel,66,52,1947,appartement,69,69008,6516530.22,845573.78,Ancien
F,C,individuel,150,44,1947,appartement,69,69008,6517355.88,846017.3,Ancien
C,A,individuel,77,35.3,2001,appartement,69,69008,6517365.35,845194.4,Ancien
E,B,individuel,131,18.4,NA,appartement,69,69008,6516690.02,844026.83,Ancien
G,C,individuel,288,21.3,NA,appartement,69,69008,6516507.55,846101.66,Ancien
F,C,individuel,163,52,NA,appartement,69,69008,6516856.87,845196.7,Ancien
D,B,individuel,97.1,20.2,2004,appartement,69,69008,6516806.56,845801.52,Ancien
C,A,individuel,61,48,2006,appartement,69,69008,6516894.62,844263.01,Ancien
E,B,individuel,117,63.2,1990,appartement,69,69008,6517228.92,845723.28,Ancien
D,A,individuel,78,31.7,1999,appartement,69,69008,6517531.63,845095.42,Ancien
E,B,individuel,112,26.4,1995,appartement,69,69008,6517783.37,844771.92,Ancien
F,C,individuel,164,55.5,1947,appartement,69,69008,6516702.39,844033.46,Ancien
D,A,individuel,84,28.3,2004,appartement,69,69008,6516310.96,845799.29,Ancien
C,A,individuel,73,48.3,NA,appartement,69,69008,6517536.4,845080.84,Ancien
E,B,individuel,139,41,NA,appartement,69,69008,6517487.15,844768.8,Ancien
C,A,individuel,71,21.6,2005,appartement,69,69008,6517663.76,845711.94,Ancien
E,B,individuel,140,28.9,1934,appartement,69,69008,6517487.15,844768.8,Ancien
D,B,mixte (collectif-individuel),108,88.1,1981,appartement,69,69008,6516177.51,844079.93,Ancien
D,B,individuel,104,18,1947,appartement,69,69008,6518230.33,844822.43,Ancien
C,A,individuel,64.4,22.9,1949,appartement,69,69008,6516106.01,844095.69,Ancien
C,A,individuel,58.3,25.2,1949,appartement,69,69008,6516106.01,844095.69,Ancien
E,B,individuel,110,18,1994,appartement,69,69008,6517887.41,844826.63,Ancien
D,B,individuel,94,36.7,1936,appartement,69,69008,6516777.2,845730.11,Ancien
D,A,individuel,78,84,NA,appartement,69,69008,6516222.36,844045.58,Ancien
E,B,individuel,133,47.7,NA,appartement,69,69008,6517303.46,845038.83,Ancien
G,C,individuel,184,55.9,NA,appartement,69,69008,6515430.21,846714.11,Ancien
D,A,individuel,79,59,1950,appartement,69,69008,6516418.53,846053.22,Ancien
E,B,individuel,117,26.2,NA,appartement,69,69008,6517311.69,846041.53,Ancien
E,B,individuel,131,59,1951,appartement,69,69008,6518127.84,844696.68,Ancien
C,A,,74,58.9,NA,maison,69,69008,6517057.61,844084.63,Ancien
D,B,individuel,94,51.8,1989,appartement,69,69008,6517619.88,845172.67,Ancien
E,B,individuel,117.3,18.3,1995,appartement,69,69008,6517851.5,844733.4375,Ancien
D,A,individuel,79,65.2,1960,appartement,69,69008,6517881.35,845575.11,Ancien
G,C,individuel,243,33,NA,appartement,69,69008,6516797.91,845085.08,Ancien
C,A,individuel,76,35.9,2010,appartement,69,69008,6518172.01,844949.32,Ancien
D,B,individuel,85,69.3,2000,appartement,69,69008,6517536.4,845080.84,Ancien
C,A,individuel,54,47.9,NA,appartement,69,69008,6517833.59,845678.36,Ancien
D,B,individuel,98,89,NA,appartement,69,69008,6517003.08,844991.16,Ancien
E,B,individuel,125,28.3,NA,appartement,69,69008,6516477.87,846082.07,Ancien
E,B,individuel,142,66.4,1970,appartement,69,69008,6518013.78,845083.56,Ancien
D,B,individuel,90,67.3,NA,appartement,69,69008,6516947.06,845772.75,Ancien
D,B,individuel,105,51,1950,appartement,69,69008,6516418.53,846053.22,Ancien
C,A,individuel,54,56.2,NA,appartement,69,69008,6516329.58,844391.81,Ancien
C,A,individuel,76,39,NA,appartement,69,69008,6516329.58,844391.81,Ancien
F,B,individuel,146,32.4,1947,appartement,69,69008,6516839.28,844224.25,Ancien
C,A,individuel,74,70.1,2009,appartement,69,69008,6518166.18,844960.97,Ancien
D,B,individuel,99.7,43,NA,appartement,69,69008,6517851.62,844816.27,Ancien
D,B,individuel,88,70.4,1989,appartement,69,69008,6517148.31,846149.88,Ancien
D,A,individuel,81.7,35.7,2012,appartement,69,69008,6516913.96,845257.43,Ancien
D,B,individuel,106,67.2,NA,appartement,69,69008,6517493.38,845862.21,Ancien
D,A,individuel,82.7,17.1,1949,appartement,69,69008,6516106.01,844095.69,Ancien
C,A,individuel,56,126,1986,appartement,69,69008,6517684.58,845371.72,Ancien
F,C,individuel,157,30,NA,appartement,69,69008,6517577.87,845326.81,Ancien
G,C,individuel,217,50.7,1947,appartement,69,69008,6516530.63,845595.55,Ancien
C,A,individuel,61,58.4,2008,appartement,69,69008,6516973.17,845814.99,Ancien
C,A,individuel,63.8,52.5,2012,appartement,69,69008,6516913.96,845257.43,Ancien
E,B,individuel,119,20.7,1996,appartement,69,69008,6517746.04,844597.5,Ancien
C,A,individuel,64,63,1989,appartement,69,69008,6517172.04,846120.23,Ancien
E,B,individuel,130.6,37.6,1949,appartement,69,69008,6517577.87,845326.81,Ancien
D,B,individuel,83,67.5,1998,appartement,69,69008,6517290.29,845167.48,Ancien
G,C,individuel,234,38.5,NA,appartement,69,69008,6515827.33,846709.36,Ancien
D,B,individuel,85.9,32.1,1999,appartement,69,69008,6517508.61,845131.98,Ancien
C,A,individuel,60.7,22.5,1949,appartement,69,69008,6516106.01,844095.69,Ancien
D,B,individuel,102,18.5,1995,appartement,69,69008,6517887.41,844826.63,Ancien
D,B,individuel,89,39.3,2007,appartement,69,69008,6516682.62,845601.75,Ancien
F,C,individuel,174,33.3,NA,appartement,69,69008,6516808.14,845723.15,Ancien
E,B,individuel,109,50.9,1960,appartement,69,69008,6516196.48,844239.82,Ancien
C,A,individuel,74,51.4,1995,appartement,69,69008,6516196.48,844239.82,Ancien
E,B,individuel,126,38.5,NA,appartement,69,69008,6517911.8,844843.4,Ancien
E,B,individuel,132.9,40.5,1980,appartement,69,69008,6516278.88,845823.62,Ancien
C,A,individuel,70,52,NA,appartement,69,69008,6518047.21,845003.6,Ancien
D,A,individuel,81,66.7,2006,appartement,69,69008,6516080.58,846271,Ancien
D,B,individuel,96,50.2,NA,appartement,69,69008,6517749.6,845401.68,Ancien
D,A,individuel,78,55.4,2006,appartement,69,69008,6517401.5,845712.02,Ancien
E,B,individuel,135,59.5,NA,appartement,69,69008,6517816.95,844792.36,Ancien
D,B,individuel,89,123,NA,appartement,69,69008,6518075.67,844882.15,Ancien
F,C,individuel,176,38,1982,appartement,69,69008,6517591.84,845180.02,Ancien
C,A,individuel,76,54.9,2008,appartement,69,69008,6517401.5,845712.02,Ancien
D,A,individuel,80,82.4,NA,appartement,69,69008,6517565.09,845148.14,Ancien
D,B,individuel,99,46,1992,appartement,69,69008,6516524.01,845775.41,Ancien
E,B,individuel,112,17.9,1994,appartement,69,69008,6517361.59,844833.05,Ancien
E,B,individuel,116,54.3,1978,appartement,69,69008,6517148.12,845529.26,Ancien
G,C,individuel,280.7,10.5,1991,appartement,69,69008,6517017.39,845023.03,Ancien
G,C,individuel,208.7,68.2,1970,appartement,69,69008,6516449.93,844545.18,Ancien
D,B,individuel,86,78,1948,appartement,69,69008,6516593.67,844441.06,Ancien
E,B,individuel,121,20,NA,appartement,69,69008,6517305,846045.19,Ancien
D,B,individuel,87.1,62.3,2007,appartement,69,69008,6516715,845128.5625,Ancien
D,B,individuel,85,50.4,1996,appartement,69,69008,6517290.29,845167.48,Ancien
C,A,individuel,62,37.2,NA,appartement,69,69008,6516301.92,844434.31,Ancien
G,C,individuel,230,23.7,NA,appartement,69,69008,6517109.95,845722.99,Ancien
G,C,individuel,208,40.5,1947,appartement,69,69008,6516702.39,844033.46,Ancien
F,C,individuel,166,61.6,1955,appartement,69,69008,6517862.33,845616.31,Ancien
E,B,individuel,140,57.7,1947,appartement,69,69008,6517556.5,845315.33,Ancien
D,B,individuel,107.9,19.1,1995,appartement,69,69008,6517730.85,844579.5,Ancien
D,B,individuel,90,17.6,2006,appartement,69,69008,6516947.1,845807.44,Ancien
C,A,individuel,75,33.4,1947,appartement,69,69008,6516701.73,844019.4,Ancien
G,C,individuel,236,30.3,NA,appartement,69,69008,6516817.45,845187.84,Ancien
E,B,individuel,113,16.9,1990,appartement,69,69008,6517038.76,845034.27,Ancien
E,B,individuel,142,57.5,NA,appartement,69,69008,6518172.85,844806.13,Ancien
D,B,individuel,92,17.8,NA,appartement,69,69008,6517361.59,844833.05,Ancien
D,B,individuel,86,38,NA,appartement,69,69008,6517183.09,845533.41,Ancien
D,B,individuel,98,44.2,2004,appartement,69,69008,6517409.09,845235.68,Ancien
C,A,individuel,63.3,89.2,1985,appartement,69,69008,6516177.39,846133.33,Ancien
F,C,individuel,153,55.3,1975,appartement,69,69008,6515589.3,846011.4,Ancien
C,A,individuel,71,66.3,NA,appartement,69,69008,6517675.41,845092.26,Ancien
C,A,individuel,49,69.4,NA,appartement,69,69008,6517565.09,845148.14,Ancien
G,C,individuel,321,10.5,1992,appartement,69,69008,6517017.39,845023.03,Ancien
C,A,individuel,67,175.1,2010,appartement,69,69008,6517401.5,845712.02,Ancien
E,B,individuel,117,26.5,1995,appartement,69,69008,6517783.37,844771.92,Ancien
D,B,mixte (collectif-individuel),100.8,86.8,1976,appartement,69,69008,6516419.88,845862.52,Ancien
D,A,individuel,80,62,NA,appartement,69,69008,6516831.56,845347.51,Ancien
E,B,individuel,133,39.6,1985,appartement,69,69008,6517559.05,844788.64,Ancien
F,B,individuel,143,26,NA,appartement,69,69008,6516931.76,846026.23,Ancien
D,B,individuel,98,57.6,1950,appartement,69,69008,6518230.33,844822.43,Ancien
F,C,individuel,157.4,79.3,1958,appartement,69,69008,6515492.97,846490.79,Ancien
D,B,individuel,85,68.4,2009,appartement,69,69008,6516977.04,845772.12,Ancien
D,B,individuel,105,38,1948,appartement,69,69008,6516901.19,844961.76,Ancien
D,B,individuel,105,22.2,NA,appartement,69,69008,6516964.57,843925.88,Ancien
G,C,individuel,254,42,NA,appartement,69,69008,6516426.26,844577.56,Ancien
D,B,individuel,106,22.8,NA,appartement,69,69008,6516507.55,846101.66,Ancien
D,A,individuel,80,70.1,2011,appartement,69,69008,6516677.42,844431.47,Ancien
D,B,individuel,103,18,NA,appartement,69,69008,6517361.59,844833.05,Ancien
D,B,individuel,88,65.3,2009,appartement,69,69008,6516228.26,845862.17,Ancien
D,B,individuel,89,25.4,1992,appartement,69,69008,6517003.08,844991.16,Ancien
G,C,individuel,243,37.3,NA,appartement,69,69008,6516759.37,845160.43,Ancien
D,A,individuel,80.2,35.8,2009,appartement,69,69008,6516682.62,845601.75,Ancien
E,B,individuel,111,17.8,NA,appartement,69,69008,6517746.04,844597.5,Ancien
C,A,individuel,52,56.5,NA,appartement,69,69008,6516329.58,844391.81,Ancien
C,A,individuel,68,68.9,1996,appartement,69,69008,6517362.2,845178.84,Ancien
C,A,individuel,56.2,26,1949,appartement,69,69008,6516106.01,844095.69,Ancien
C,A,individuel,70,38.2,NA,appartement,69,69008,6517228.92,845723.28,Ancien
F,C,individuel,158.4,17.6,1997,appartement,69,69008,6517730.85,844579.5,Ancien
C,A,individuel,77,36.6,NA,appartement,69,69008,6516682.62,845601.75,Ancien
G,C,individuel,276,10.5,1992,appartement,69,69008,6517017.39,845023.03,Ancien
E,B,individuel,111.3,43.6,2009,appartement,69,69008,6516973.17,845814.99,Ancien
C,A,individuel,70,68,NA,appartement,69,69008,6517148.31,846149.88,Ancien
E,B,individuel,118,66.3,1991,appartement,69,69008,6517003.08,844991.16,Ancien
E,D,collectif,229,54,1972,appartement,69,69008,6516065.11,843876.8,Ancien
F,C,individuel,204,70.2,NA,appartement,69,69008,6516774.32,845468.03,Ancien
E,D,collectif,224,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,224,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
C,C,individuel,109,65,2001,appartement,69,69008,6516310.96,845799.29,Ancien
E,E,individuel,228.3,62.2,1960,appartement,69,69008,6517380.65,845094.48,Ancien
E,E,individuel,277,22.6,1948,appartement,69,69008,6516795.9,846227.04,Ancien
D,D,collectif,198,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,collectif,216.9,61.9,1970,appartement,69,69008,6517622.64,844729.98,Ancien
C,C,collectif,76,66,1961,appartement,69,69008,6517052.9,846439.18,Ancien
E,D,collectif,233,54,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,individuel,164,36.3,1978,appartement,69,69008,6517379.3,846548.06,Ancien
D,D,collectif,156,27,1989,appartement,69,69008,6517803.76,844995.89,Ancien
D,D,collectif,200,64,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,229,72,1972,appartement,69,69008,6516065.11,843876.8,Ancien
C,C,individuel,129,74,2007,appartement,69,69008,6517657.87,844754.19,Ancien
E,D,collectif,230,64,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,collectif,213.9,55.5,1972,appartement,69,69008,6517714.03,844884.07,Ancien
D,D,individuel,141,76.1,2004,appartement,69,69008,6516999.91,844153.74,Ancien
D,D,collectif,189,62.6,NA,appartement,69,69008,6517751.95,844636.09,Ancien
C,C,collectif,76,66,1961,appartement,69,69008,6517052.9,846439.18,Ancien
E,D,collectif,229,72,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,224,84,1972,appartement,69,69008,6516065.11,843876.8,Ancien
G,G,collectif,553,32,1968,appartement,69,69008,6517572.93,845792.81,Ancien
D,D,collectif,199,78,1972,appartement,69,69008,6516065.11,843876.8,Ancien
C,C,individuel,125,66.3,NA,appartement,69,69008,6516894.62,844263.01,Ancien
D,D,collectif,199,78,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,E,collectif,245,79.2,1974,appartement,69,69008,6515713.77,845587.85,Ancien
D,D,collectif,160,76.8,1970,appartement,69,69008,6516736.57,844395.93,Ancien
D,D,collectif,197,95,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,E,collectif,313.8,38,1934,appartement,69,69008,6516462.61,844885.22,Ancien
E,E,collectif,226,28.6,NA,appartement,69,69008,6517428.01,844884.37,Ancien
D,D,collectif,178,112,NA,appartement,69,69008,6515823.16,845614.9,Ancien
E,E,collectif,274,70.5,1970,appartement,69,69008,6516052.62,846025.12,Ancien
C,C,collectif,76,67,1961,appartement,69,69008,6517052.9,846439.18,Ancien
D,D,collectif,183,76,1969,appartement,69,69008,6516458.41,845740.09,Ancien
E,E,collectif,278,67,NA,appartement,69,69008,6517567.07,844714.57,Ancien
D,D,collectif,161,83.3,1970,appartement,69,69008,6516909.35,845339.68,Ancien
E,D,collectif,227,64,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,collectif,198,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,226,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
C,C,collectif,79,55,1961,appartement,69,69008,6517052.9,846439.18,Ancien
E,C,collectif,210,65.8,NA,appartement,69,69008,6517155.76,846411.21,Ancien
E,D,mixte (collectif-individuel),231,81.1,1962,appartement,69,69008,6516041.04,846345.77,Ancien
E,D,collectif,229,54,1972,appartement,69,69008,6516065.11,843876.8,Ancien
C,C,individuel,64,69.9,2022,appartement,69,69008,6515974.84,843826.25,Ancien
E,E,collectif,251,67.7,NA,appartement,69,69008,6517642.7,845774.43,Ancien
E,D,collectif,229,72,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,C,collectif,203,54,1958,appartement,69,69008,6515986.76,845539.13,Ancien
E,D,collectif,224,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
C,C,individuel,134,64.6,NA,appartement,69,69008,6516505.04,845795.23,Ancien
E,D,collectif,230,64,1972,appartement,69,69008,6516065.11,843876.8,Ancien
F,F,collectif,363,38.2,NA,appartement,69,69008,6517264.41,845040.84,Ancien
C,C,individuel,99,65.7,2010,appartement,69,69008,6516644.25,845552.8,Ancien
E,D,collectif,226,72,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,224,84,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,collectif,199,78,1972,appartement,69,69008,6516065.11,843876.8,Ancien
F,E,mixte (collectif-individuel),288,44,1948,appartement,69,69008,6517264.41,845040.84,Ancien
D,D,collectif,197,101,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,226,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
C,C,individuel,84,79,2006,appartement,69,69008,6516383.83,845682.04,Ancien
C,C,individuel,76,69.1,2017,appartement,69,69008,6516897.97,845614.06,Ancien
D,D,collectif,198,84,1972,appartement,69,69008,6516065.11,843876.8,Ancien
C,C,collectif,76,67,1961,appartement,69,69008,6517052.9,846439.18,Ancien
C,C,collectif,79,55,1961,appartement,69,69008,6517052.9,846439.18,Ancien
D,D,collectif,198,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,224,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,229,54,1972,appartement,69,69008,6516065.11,843876.8,Ancien
C,C,collectif,76,66,1961,appartement,69,69008,6517052.9,846439.18,Ancien
D,D,collectif,222,38.8,NA,appartement,69,69008,6516733.93,844420.65,Ancien
D,D,individuel,143,67,2002,appartement,69,69008,6516992.98,845404.52,Ancien
D,D,collectif,202,54,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,collectif,165,91.5,NA,appartement,69,69008,6517692.91,844605.36,Ancien
E,E,collectif,285,58.6,1948,appartement,69,69008,6516907.42,845267.31,Ancien
C,C,individuel,87,73.3,1998,appartement,69,69008,6517387.73,845126.28,Ancien
E,D,individuel,245,24.4,NA,appartement,69,69008,6517234.59,845151.52,Ancien
E,D,collectif,227,64,1972,appartement,69,69008,6516065.11,843876.8,Ancien
C,C,collectif,119,93.3,NA,appartement,69,69008,6517522.05,844755.53,Ancien
F,F,collectif,395,25.7,NA,appartement,69,69008,6517228.09,846104.27,Ancien
E,D,collectif,226,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,227,64,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,collectif,219,73.1,1975,appartement,69,69008,6516339.9,844886.64,Ancien
F,E,collectif,302,63.5,NA,appartement,69,69008,6516340.96,845598.03,Ancien
D,D,collectif,198,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,229,72,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,collectif,202,54,1972,appartement,69,69008,6516065.11,843876.8,Ancien
C,C,collectif,75,72,2013,appartement,69,69008,6518016.57,844665.32,Ancien
C,C,individuel,122,72,NA,appartement,69,69008,6517365.35,845194.4,Ancien
F,E,collectif,297,54.1,1948,appartement,69,69008,6517113.69,846440.45,Ancien
D,D,collectif,190,48.9,2007,appartement,69,69008,6516630.86,845723.32,Ancien
E,D,collectif,226,72,1972,appartement,69,69008,6516065.11,843876.8,Ancien
C,C,collectif,76,66,1961,appartement,69,69008,6517052.9,846439.18,Ancien
E,D,collectif,227,84,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,224,55.8,1963,appartement,69,69008,6517452.41,845113.24,Ancien
C,C,collectif,101,93,2008,appartement,69,69008,6516946.66,845723.05,Ancien
E,D,collectif,226,72,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,233,54,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,individuel,156,67.9,2003,appartement,69,69008,6517138.65,845016.59,Ancien
D,D,collectif,199,78,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,230,64,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,226,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
C,C,individuel,108,93.3,1951,appartement,69,69008,6515534.3,846365.16,Ancien
E,E,individuel,274,30.7,1948,appartement,69,69008,6516612.3,844496.55,Ancien
D,D,individuel,150,41.6,2012,appartement,69,69008,6516505.04,845795.23,Ancien
E,E,collectif,239,69.1,1970,appartement,69,69008,6517285.46,844803.34,Ancien
E,E,individuel,238,78,1958,appartement,69,69008,6515405.24,846389.32,Ancien
E,D,collectif,230,64,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,E,collectif,309.6,38,1934,appartement,69,69008,6516443,844896.57,Ancien
D,D,individuel,216,52.6,1955,appartement,69,69008,6515824.05,846171.38,Ancien
E,E,,223,280.9,1947,maison,69,69008,6517806.27,844965.5,Ancien
C,C,individuel,58,67,NA,appartement,69,69008,6515974.84,843826.25,Ancien
D,D,collectif,199,66.9,NA,appartement,69,69008,6516143.56,844780.65,Ancien
D,D,collectif,224,110.5,1948,appartement,69,69008,6517707.08,844904.93,Ancien
D,D,individuel,201.7,43,1937,appartement,69,69008,6517902.62,844802.86,Ancien
D,C,individuel,149,29,1947,appartement,69,69008,6516839.28,844224.25,Ancien
E,E,individuel,312,107.2,NA,appartement,69,69008,6516312.27,845366.96,Ancien
C,C,collectif,131,89.5,2006,appartement,69,69008,6516630.86,845723.32,Ancien
C,C,individuel,122,67.6,2003,appartement,69,69008,6516953.12,845081.56,Ancien
C,C,individuel,97.3,83.6,2003,appartement,69,69008,6516355.59,845765.32,Ancien
E,C,individuel,152,35,NA,appartement,69,69008,6516967.94,843951.08,Ancien
C,C,individuel,67,45,NA,appartement,69,69008,6515974.84,843826.25,Ancien
D,D,individuel,150,66.4,2013,appartement,69,69008,6517470.95,845136.29,Ancien
C,C,individuel,81,125.9,2006,appartement,69,69008,6516383.83,845682.04,Ancien
C,C,mixte (collectif-individuel),136,24.7,2009,appartement,69,69008,6517232.79,845131.5,Ancien
C,C,individuel,81,64.8,2013,appartement,69,69008,6516177.11,844190.8,Ancien
C,C,collectif,79,55,1961,appartement,69,69008,6517052.9,846439.18,Ancien
E,D,collectif,229,54,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,collectif,198,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,224,84,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,individuel,194,32.5,NA,appartement,69,69008,6517755.85,844867.45,Ancien
E,E,individuel,297,59,NA,appartement,69,69008,6517108.82,843857.4,Ancien
E,E,individuel,244,78.5,1948,appartement,69,69008,6515405.24,846389.32,Ancien
E,D,collectif,285,44,NA,appartement,69,69008,6515976.69,845522.02,Ancien
C,C,individuel,138,50.3,NA,appartement,69,69008,6517268.34,845811.4,Ancien
C,C,individuel,119,122.7,2006,appartement,69,69008,6516383.83,845682.04,Ancien
D,D,collectif,173,47,1998,appartement,69,69008,6517815.68,844710.18,Ancien
C,C,collectif,76,66,1961,appartement,69,69008,6517052.9,846439.18,Ancien
C,C,collectif,102,59.8,2022,appartement,69,69008,6516082.39,843803.58,Ancien
C,C,collectif,76,66,1961,appartement,69,69008,6517052.9,846439.18,Ancien
E,E,individuel,271,55.4,NA,appartement,69,69008,6515886.5,846619.65,Ancien
C,C,collectif,136,72,2008,appartement,69,69008,6516911.11,845723.12,Ancien
F,F,individuel,367,65.7,1958,appartement,69,69008,6515439.5,846442.5,Ancien
C,C,individuel,77,105.6,2006,appartement,69,69008,6516383.83,845682.04,Ancien
D,D,collectif,206,36,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,C,collectif,166,25.5,2013,appartement,69,69008,6517232.79,845131.5,Ancien
D,D,collectif,147,61,2008,appartement,69,69008,6516946.66,845723.05,Ancien
D,C,individuel,148.3,58.7,1950,appartement,69,69008,6517868.46,845603.18,Ancien
C,C,individuel,116,67.2,2000,appartement,69,69008,6517261.42,845149.33,Ancien
C,C,collectif,79,55,1961,appartement,69,69008,6517052.9,846439.18,Ancien
C,C,collectif,76,66,1961,appartement,69,69008,6517052.9,846439.18,Ancien
D,D,collectif,183,61.1,1975,appartement,69,69008,6515351.44,846429.66,Ancien
D,D,collectif,200,64,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,collectif,213,55,NA,appartement,69,69008,6516538.86,846632.31,Ancien
D,D,collectif,189,68.9,1948,appartement,69,69008,6516041.04,846345.77,Ancien
D,D,collectif,199,78,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,collectif,225,25.2,NA,appartement,69,69008,6517232.79,845131.5,Ancien
C,C,individuel,76,107.9,2006,appartement,69,69008,6516383.83,845682.04,Ancien
E,D,collectif,224,84,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,collectif,198,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
E,D,collectif,224,88,1972,appartement,69,69008,6516065.11,843876.8,Ancien
D,D,collectif,206,36,1972,appartement,69,69008,6516065.11,843876.8,Ancien
